complexity,loss,score,equation,sympy_format,lambda_format,Iteration
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),90
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),90
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),91
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),91
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),91
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),91
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),91
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),91
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),91
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),91
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),91
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),92
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),92
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),92
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),92
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),92
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),92
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),92
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),92
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),92
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),93
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),93
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),93
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),93
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),93
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),93
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),93
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),93
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),93
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),94
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),94
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),94
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),94
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),94
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),94
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),94
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),94
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),94
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),95
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),95
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),95
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),95
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),95
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),95
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),95
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),95
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),95
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),96
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),96
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),96
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),96
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),96
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),96
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),96
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),96
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),96
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),97
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),97
7,17.000546,0.0094893371271041,(68.68564 + P) - (Naphthalene * Isoeugenol),-Isoeugenol*Naphthalene + P + 68.68564,PySRFunction(X=>-Isoeugenol*Naphthalene + P + 68.68564),97
9,16.605139,0.011766617710621,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),97
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),97
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),97
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),97
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),97
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),97
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),98
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),98
7,16.642708,0.0201259864524122,(Cu + (-1.0031166 / Acenaphthylene)) + 71.77226,Cu + 71.77226 - 1.0031166/Acenaphthylene,PySRFunction(X=>Cu + 71.77226 - 1.0031166/Acenaphthylene),98
9,16.605139,0.0011299683853129,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),98
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),98
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),98
15,16.330507,0.0006637456066804,(((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - Acenaphthylene) - -0.44709995,-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene + Cu - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),98
17,16.26398,0.0020410535187,(((67.324844 + Cu) + (-0.7533195 / Acenaphthylene)) - ((Acenaphthylene - Anthracene) / -0.10540459)) + (var1_Methylnaphthalene / Octadecane),Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene,PySRFunction(X=>Cu - (Acenaphthylene - Anthracene)/(-0.10540459) + 67.324844 + var1_Methylnaphthalene/Octadecane - 0.7533195/Acenaphthylene),98
19,16.212366,0.0015892811172718,((((72.60379 + Cu) + ((-0.8578757 - (Anthracene + Naphthalene)) / Acenaphthylene)) - (Acenaphthylene / -0.14831303)) - -0.44709995) - 0.412532,-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene,PySRFunction(X=>-Acenaphthylene/(-0.14831303) + Cu - 1*0.412532 - 1*(-0.44709995) + 72.60379 + (-(Anthracene + Naphthalene) - 0.8578757)/Acenaphthylene),98
3,17.826622,0.78389159163113,P + 65.283936,P + 65.283936,PySRFunction(X=>P + 65.283936),99
5,17.326275,0.0142344112555987,(65.283936 + P) - Propylguaiacol,P - Propylguaiacol + 65.283936,PySRFunction(X=>P - Propylguaiacol + 65.283936),99
7,16.642708,0.0201259864524122,(Cu + (-1.0031166 / Acenaphthylene)) + 71.77226,Cu + 71.77226 - 1.0031166/Acenaphthylene,PySRFunction(X=>Cu + 71.77226 - 1.0031166/Acenaphthylene),99
9,16.605139,0.0011299683853129,((Cu + 72.46386) + (-0.94980806 / Acenaphthylene)) + Acenaphthylene,Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene,PySRFunction(X=>Acenaphthylene + Cu + 72.46386 - 0.94980806/Acenaphthylene),99
11,16.354788,0.007595763628379,((72.60379 + Cu) + ((-0.8578757 - Anthracene) / Acenaphthylene)) - SO_4,Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - SO_4 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),99
13,16.3522,7.912682162600368e-05,(((-0.8578757 - Anthracene) / Acenaphthylene) + (72.60379 + (Cu + 1.3244835))) - Sb,Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene,PySRFunction(X=>Cu - Sb + 1.3244835 + 72.60379 + (-Anthracene - 0.8578757)/Acenaphthylene),99
